,months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,Contract Years,total_premiums_paid,net_value_of_customer,days_since_policy_binding,policy_bind_date_month,policy_bind_date_day,incident_date_month,incident_date_day,auto_make_encoded,auto_model_encoded,incident_city_encoded,incident_severity_encoded
605,246,44,996850,OH,100/300,1000,1397.0,0,614521,MALE,High School,machine-op-inspct,reading,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,7705 Lincoln Drive,6,1,NO,1,0,NO,61740,6860,6860,48020,Accura,MDX,1997,N,20.5,28638.5,-33101.5,7241,3,8,1,3,0,23,0,1
606,110,27,284834,OH,500/1000,1000,1664.66,0,465921,FEMALE,Associate,priv-house-serv,golf,own-child,0,-66200,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,8602 Washington Ridge,3,1,Unknown,0,3,Unknown,57500,5750,5750,46000,Audi,A3,2010,N,9.166666666666666,15259.383333333333,-42240.61666666667,2012,8,3,2,5,1,4,6,2
607,236,39,830878,IN,250/500,1000,1151.39,4000000,604555,FEMALE,Masters,exec-managerial,reading,wife,0,-63900,Parked Car,Unknown,Minor Damage,Police,NY,Springfield,2832 Andromedia Lane,17,1,YES,0,0,Unknown,8700,870,1740,6090,Accura,RSX,2003,N,19.666666666666668,22644.003333333334,13944.003333333334,6633,11,3,1,1,0,31,6,1
608,267,46,270208,OH,100/300,2000,1546.01,0,616276,FEMALE,MD,adm-clerical,polo,wife,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,9760 4th Hwy,4,4,NO,2,1,Unknown,77100,15420,7710,53970,Volkswagen,Jetta,1996,N,22.25,34398.7225,-42701.2775,3802,8,9,1,6,13,20,5,2
609,463,57,407958,IL,250/500,500,1063.67,0,463356,MALE,Masters,priv-house-serv,dancing,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,2509 Rock Drive,14,1,NO,2,0,YES,59400,6600,6600,46200,Dodge,Neon,1995,N,38.583333333333336,41039.934166666666,-18360.065833333334,8599,7,20,2,3,4,27,6,1
610,303,46,832300,IN,100/300,1000,709.14,0,450184,MALE,Masters,machine-op-inspct,kayaking,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,2063 Weaver St,3,3,NO,1,0,NO,54890,9980,4990,39920,Toyota,Corolla,2006,N,25.25,17905.785,-36984.215,3681,1,14,2,12,12,11,4,1
611,137,30,927205,IL,250/500,500,1039.55,0,466393,MALE,MD,exec-managerial,kayaking,unmarried,55600,-59700,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,3818 Texas Ridge,4,3,Unknown,2,1,Unknown,74030,6730,13460,53840,Chevrolet,Tahoe,2005,N,11.416666666666666,11868.195833333333,-62161.80416666667,1158,12,16,2,16,3,34,1,1
612,56,42,655356,IL,250/500,500,1339.39,0,471786,FEMALE,Associate,adm-clerical,chess,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,3929 Elm Ave,13,1,Unknown,1,2,YES,61490,11180,11180,39130,BMW,X5,1998,N,4.666666666666667,6250.486666666668,-55239.513333333336,6807,7,7,2,25,2,37,1,2
613,75,27,831053,IN,250/500,1000,1202.75,0,602289,MALE,High School,handlers-cleaners,board-games,not-in-family,57900,-90100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,9911 Britain Lane,23,3,NO,0,2,YES,79560,6630,13260,59670,Volkswagen,Passat,2003,N,6.25,7517.1875,-72042.8125,8204,8,5,1,21,13,28,4,1
614,131,33,432740,IL,100/300,2000,1081.17,0,445120,MALE,MD,sales,yachting,wife,0,-65200,Parked Car,Unknown,Minor Damage,Police,NY,Northbend,3246 Britain Ridge,3,1,Unknown,0,1,NO,4900,490,490,3920,Toyota,Camry,2010,N,10.916666666666666,11802.772500000001,6902.772500000001,8877,10,9,1,28,12,9,3,1
615,153,34,893853,IL,250/500,500,991.39,0,449260,MALE,High School,tech-support,paintball,other-relative,45600,-61400,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,2696 Cherokee Ridge,0,3,Unknown,1,0,NO,77770,14140,14140,49490,Nissan,Pathfinder,2000,N,12.75,12640.2225,-65129.7775,7670,2,27,2,27,9,29,6,2
616,255,43,594988,IN,500/1000,500,984.02,0,472724,FEMALE,JD,transport-moving,board-games,unmarried,75800,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,5249 4th Ave,14,2,Unknown,2,2,Unknown,74700,7470,14940,52290,Nissan,Maxima,2007,Y,21.25,20910.425,-53789.575,2837,5,6,2,10,9,26,1,0
617,103,26,979544,IL,100/300,500,1354.83,0,475173,MALE,MD,tech-support,sleeping,husband,66300,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,4721 Cherokee Hwy,14,2,NO,2,2,Unknown,40600,4060,4060,32480,Volkswagen,Passat,2010,N,8.583333333333334,11628.957499999999,-28971.042500000003,272,4,21,1,18,13,28,0,1
618,97,28,191891,OH,100/300,1000,830.31,0,443854,MALE,JD,farming-fishing,video-games,husband,0,-32600,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,8212 Flute Ridge,22,1,Unknown,1,0,Unknown,45270,10060,10060,25150,Jeep,Wrangler,2006,N,8.083333333333334,6711.6725,-38558.3275,1797,2,11,1,13,7,36,6,2
619,214,36,831479,IL,100/300,2000,987.42,7000000,461418,FEMALE,Associate,machine-op-inspct,kayaking,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,3592 MLK Ridge,17,3,NO,0,3,Unknown,47080,4280,8560,34240,Saab,93,2006,N,17.833333333333332,17608.989999999998,-29471.010000000002,5354,6,4,1,31,10,2,6,1
620,438,57,714346,OH,500/1000,500,1119.29,0,616164,FEMALE,MD,machine-op-inspct,chess,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,6494 4th Ave,14,1,Unknown,0,0,NO,40700,4070,4070,32560,Volkswagen,Passat,2000,Y,36.5,40854.085,154.08499999999913,8503,10,5,1,15,13,28,2,1
621,87,27,326289,OH,100/300,500,1048.39,0,620962,FEMALE,Masters,transport-moving,polo,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,6608 Apache Lane,2,1,Unknown,2,1,YES,34650,6300,3150,25200,Ford,F150,1996,N,7.25,7600.8275,-27049.1725,4059,1,3,2,13,5,14,5,1
622,27,28,944537,OH,500/1000,1000,1074.47,0,465201,MALE,MD,protective-serv,camping,wife,0,0,Parked Car,Unknown,Trivial Damage,Police,WV,Riverwood,1553 Lincoln St,4,1,Unknown,2,0,Unknown,3200,400,400,2400,Jeep,Grand Cherokee,2012,N,2.25,2417.5575000000003,-782.4424999999997,8240,7,23,2,13,7,17,5,3
623,206,42,779156,IL,500/1000,1000,1230.76,0,470488,MALE,High School,machine-op-inspct,yachting,unmarried,0,-74200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,7628 4th Lane,2,1,Unknown,1,1,NO,78980,7180,14360,57440,Saab,92x,1997,Y,17.166666666666668,21128.046666666665,-57851.95333333334,7755,10,10,1,3,10,1,2,0
624,127,31,856153,OH,500/1000,500,1255.02,0,462250,MALE,Associate,sales,reading,not-in-family,58200,0,Parked Car,Unknown,Minor Damage,None,SC,Riverwood,3028 5th St,10,1,YES,1,0,NO,6160,560,1120,4480,Nissan,Ultima,1996,N,10.583333333333334,13282.295,7122.295,4571,7,9,1,13,9,35,5,1
625,422,60,473338,IN,100/300,1000,1555.52,0,436408,FEMALE,MD,machine-op-inspct,hiking,own-child,43600,-67800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,8949 Rock Hwy,11,1,YES,1,1,NO,85250,15500,7750,62000,Mercedes,E400,1999,N,35.166666666666664,54702.45333333333,-30547.54666666667,1553,11,14,2,14,8,12,4,0
626,303,50,521694,IL,100/300,2000,836.11,5000000,464230,MALE,Masters,sales,camping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,9751 Tree St,1,4,YES,1,2,NO,72840,12140,6070,54630,Dodge,Neon,2010,N,25.25,21111.7775,-51728.2225,6532,3,3,1,20,4,27,6,0
627,228,40,136520,IN,100/300,500,1450.98,0,478609,MALE,Associate,exec-managerial,base-jumping,husband,43700,0,Parked Car,Unknown,Trivial Damage,Police,WV,Northbend,4702 Texas Drive,20,1,Unknown,0,2,NO,6050,1100,1100,3850,Toyota,Camry,2010,N,19.0,27568.620000000003,21518.620000000003,6532,3,1,1,18,12,9,3,3
628,239,39,730819,IN,250/500,2000,625.08,0,437156,FEMALE,JD,protective-serv,hiking,wife,44200,-37000,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,2757 4th Hwy,10,1,NO,2,3,YES,87890,15980,7990,63920,BMW,X6,2014,Y,19.916666666666668,12449.51,-75440.49,8904,8,18,1,3,2,38,5,0
629,330,47,912665,IL,100/300,2000,1133.27,0,432218,FEMALE,High School,craft-repair,chess,wife,0,-56400,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,6678 Weaver Drive,20,2,Unknown,0,2,YES,60500,11000,5500,44000,Ford,F150,1999,Y,27.5,31164.925,-29335.075,277,5,28,3,1,5,14,4,2
630,128,35,469966,IN,500/1000,500,1366.6,0,620493,FEMALE,MD,machine-op-inspct,kayaking,other-relative,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,8667 Weaver Lane,10,3,Unknown,2,1,NO,88220,16040,16040,56140,Chevrolet,Malibu,2008,N,10.666666666666666,14577.066666666666,-73642.93333333333,3815,7,22,1,1,3,25,1,1
631,147,37,952300,OH,500/1000,1000,1439.9,6000000,475391,FEMALE,Associate,prof-specialty,video-games,husband,0,-48400,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,4931 Maple Drive,2,2,NO,1,2,NO,53680,9760,4880,39040,Accura,MDX,2004,N,12.25,17638.775,-36041.225,2006,8,2,1,29,0,23,6,2
632,287,45,322609,OH,500/1000,1000,1230.69,0,440720,MALE,Masters,transport-moving,golf,not-in-family,0,-54600,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,3808 5th Ave,19,1,NO,0,2,NO,53800,5380,5380,43040,Accura,MDX,2006,N,23.916666666666668,29434.002500000002,-24365.997499999998,2746,7,5,1,10,0,23,6,1
633,142,29,890280,OH,100/300,2000,1307.68,0,606942,FEMALE,MD,craft-repair,dancing,husband,0,-48500,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,1725 Solo Lane,10,1,YES,1,2,NO,54360,4530,9060,40770,Mercedes,E400,1995,Y,11.833333333333334,15474.213333333335,-38885.78666666667,1831,1,24,1,29,8,12,1,0
634,162,35,431583,IL,500/1000,2000,1124.69,0,446971,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,8097 Maple Lane,14,1,YES,0,3,YES,54340,9880,4940,39520,Toyota,Camry,2001,N,13.5,15183.315000000002,-39156.685,5394,5,15,2,20,12,9,0,0
635,140,35,155912,OH,100/300,1000,1520.78,0,470538,FEMALE,High School,craft-repair,chess,wife,0,-42900,Parked Car,Unknown,Trivial Damage,None,SC,Columbus,3320 5th Hwy,5,1,Unknown,0,2,YES,2860,520,260,2080,Chevrolet,Tahoe,1997,Y,11.666666666666666,17742.433333333334,14882.433333333334,2497,3,21,1,21,3,34,1,3
636,106,28,110143,OH,100/300,2000,1609.11,0,601177,MALE,High School,craft-repair,polo,own-child,0,0,Vehicle Theft,Unknown,Minor Damage,Police,WV,Hillsdale,9573 2nd Ave,8,1,YES,2,1,YES,5490,0,1220,4270,Saab,95,1999,N,8.833333333333334,14213.805,8723.805,9022,5,7,1,18,10,3,2,1
637,292,45,808544,IL,500/1000,1000,1358.91,0,451470,MALE,Masters,craft-repair,dancing,unmarried,0,0,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Northbend,8336 1st Ridge,4,1,NO,0,2,Unknown,7370,670,1340,5360,Suburu,Impreza,1997,N,24.333333333333332,33066.810000000005,25696.810000000005,8739,2,5,1,9,11,19,3,3
638,34,34,409074,OH,500/1000,500,1295.87,0,438529,FEMALE,PhD,priv-house-serv,chess,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Columbus,3998 4th Hwy,4,3,Unknown,1,0,NO,50800,5080,5080,40640,Audi,A3,1997,Y,2.8333333333333335,3671.6316666666667,-47128.36833333333,8335,3,19,1,13,1,4,1,0
639,290,48,824728,IL,250/500,500,1161.03,5000000,469742,MALE,Associate,adm-clerical,video-games,not-in-family,45300,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,3966 Oak Hwy,20,2,Unknown,1,1,Unknown,41520,5190,5190,31140,Nissan,Ultima,2014,N,24.166666666666668,28058.225,-13461.775000000001,660,4,24,2,13,9,35,4,1
640,182,38,606037,OH,500/1000,2000,1441.06,0,435534,FEMALE,Masters,armed-forces,movies,husband,53800,-78300,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,7601 Andromedia Lane,18,1,Unknown,2,3,YES,89650,8150,16300,65200,Dodge,RAM,2005,N,15.166666666666666,21856.076666666664,-67793.92333333334,2099,4,10,1,8,4,30,5,2
641,362,55,636843,OH,100/300,1000,1097.99,0,442239,FEMALE,JD,other-service,base-jumping,unmarried,44400,-71500,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,5160 2nd Hwy,0,3,NO,0,3,NO,39690,0,0,39690,Suburu,Legacy,1998,N,30.166666666666668,33122.698333333334,-6567.301666666666,2269,12,1,2,17,11,21,2,2
642,143,32,111874,IL,500/1000,1000,1464.42,0,468986,FEMALE,High School,exec-managerial,golf,husband,79900,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,3288 Tree Lane,1,1,Unknown,2,0,NO,62260,5660,5660,50940,Saab,92x,1995,N,11.916666666666666,17451.005,-44808.994999999995,5307,7,5,1,15,10,1,6,0
643,183,38,439844,IL,250/500,500,1543.68,0,606988,FEMALE,Masters,prof-specialty,paintball,not-in-family,20200,0,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,5874 1st Hwy,17,1,NO,0,1,YES,51920,9440,4720,37760,Audi,A3,2001,Y,15.25,23541.120000000003,-28378.879999999997,227,6,11,1,24,1,4,2,0
644,254,40,463513,IL,250/500,500,1390.89,5000000,453719,MALE,College,armed-forces,bungie-jumping,wife,0,-74400,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,6467 Best Ave,23,1,Unknown,2,2,Unknown,53460,9720,4860,38880,Volkswagen,Jetta,2009,N,21.166666666666668,29440.505000000005,-24019.494999999995,7251,4,23,2,28,13,20,5,1
645,249,43,577858,OH,100/300,2000,1148.58,0,475524,FEMALE,MD,adm-clerical,golf,not-in-family,0,-71200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,6309 5th Ave,4,3,YES,2,1,YES,57100,5710,5710,45680,Honda,CRV,2014,N,20.75,23833.034999999996,-33266.965000000004,8919,9,16,2,16,6,8,0,2
646,169,36,607351,IN,250/500,500,1616.26,0,617804,MALE,High School,exec-managerial,yachting,unmarried,50700,-57600,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,8212 Rock Ave,0,3,NO,2,3,Unknown,77440,14080,7040,56320,Dodge,Neon,2004,N,14.083333333333334,22762.328333333335,-54677.67166666666,5904,12,11,2,9,4,27,6,2
647,235,40,682754,IL,500/1000,500,1398.94,0,613399,MALE,College,craft-repair,bungie-jumping,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,4107 MLK Ridge,11,1,NO,1,2,NO,68300,6830,13660,47810,Suburu,Forrestor,2003,N,19.583333333333332,27395.908333333333,-40904.09166666667,7047,10,9,1,24,11,15,5,1
648,112,32,757352,OH,500/1000,1000,1238.92,0,453400,MALE,Associate,other-service,base-jumping,other-relative,57800,-53700,Parked Car,Unknown,Trivial Damage,None,NY,Arlington,4558 3rd Hwy,4,1,Unknown,0,2,Unknown,5060,460,920,3680,Honda,CRV,2012,N,9.333333333333334,11563.253333333334,6503.253333333334,5531,12,21,2,11,6,8,0,3
649,16,32,307469,IL,100/300,1000,968.46,0,615767,MALE,MD,tech-support,chess,not-in-family,50800,-66200,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,1762 Maple Hwy,0,3,Unknown,0,2,Unknown,59400,6600,13200,39600,Dodge,RAM,1995,Y,1.3333333333333333,1291.28,-58108.72,4566,7,28,1,27,4,30,1,2
650,128,31,526296,IL,100/300,500,1045.12,0,615311,FEMALE,High School,transport-moving,cross-fit,other-relative,0,-28300,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,5532 Francis Lane,2,3,NO,0,2,Unknown,69930,0,15540,54390,Ford,Escape,2013,Y,10.666666666666666,11147.946666666665,-58782.05333333334,7839,8,3,1,19,5,13,6,0
651,103,27,658816,IN,100/300,1000,1537.33,0,468470,FEMALE,College,handlers-cleaners,board-games,husband,0,-74800,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6158 Sky Ridge,11,3,YES,1,1,NO,77700,7770,15540,54390,Jeep,Wrangler,2008,N,8.583333333333334,13195.415833333333,-64504.58416666667,2623,12,16,2,20,7,36,6,1
652,356,54,913337,OH,500/1000,500,912.3,0,461383,MALE,College,prof-specialty,yachting,wife,58500,-44000,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Northbend,9214 Elm Ridge,23,3,NO,2,1,Unknown,68750,12500,12500,43750,Audi,A5,2007,Y,29.666666666666668,27064.899999999998,-41685.100000000006,2526,2,10,1,10,1,5,3,0
653,109,29,488464,OH,100/300,2000,1007.28,6000000,457727,FEMALE,High School,adm-clerical,movies,husband,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,1833 Solo Ave,17,3,NO,1,3,YES,91080,16560,16560,57960,Jeep,Wrangler,1995,N,9.083333333333334,9149.46,-81930.54000000001,3065,10,1,2,21,7,36,5,1
654,2,20,480094,IN,500/1000,1000,1189.98,4000000,613327,FEMALE,High School,craft-repair,golf,other-relative,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,1953 Sky Lane,22,1,NO,1,3,YES,48360,4030,8060,36270,Audi,A5,2000,N,0.16666666666666666,198.33,-48161.67,4347,3,9,2,1,1,5,1,1
655,198,34,263108,OH,250/500,1000,1576.41,0,614941,MALE,Associate,handlers-cleaners,kayaking,other-relative,0,-55100,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,6834 1st Drive,18,1,YES,1,1,YES,95000,9500,9500,76000,Ford,F150,2001,N,16.5,26010.765000000003,-68989.235,4290,5,29,2,25,5,14,2,0
656,107,32,298412,OH,100/300,500,1172.82,4000000,440680,MALE,Associate,machine-op-inspct,yachting,other-relative,82100,0,Vehicle Theft,Unknown,Trivial Damage,Police,SC,Arlington,9562 4th Ridge,8,1,Unknown,1,3,NO,3900,780,390,2730,Ford,F150,2010,N,8.916666666666666,10457.645,6557.645,4677,5,6,2,24,5,14,0,3
657,252,39,261905,IL,500/1000,500,1312.22,9000000,609949,MALE,High School,transport-moving,cross-fit,other-relative,0,-33300,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,4835 Britain Ridge,15,3,Unknown,0,3,NO,59400,11880,5940,41580,Jeep,Grand Cherokee,2010,Y,21.0,27556.620000000003,-31843.379999999997,4011,2,28,2,21,7,17,5,1
658,303,43,674485,OH,500/1000,1000,671.01,7000000,479655,FEMALE,Associate,machine-op-inspct,camping,other-relative,42900,-61500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,8548 Cherokee Ridge,20,1,Unknown,2,0,Unknown,60210,6690,6690,46830,Nissan,Maxima,2013,N,25.25,16943.0025,-43266.9975,5838,1,14,1,8,9,26,6,1
659,101,32,223404,IL,250/500,500,895.14,0,439964,MALE,JD,sales,video-games,other-relative,52600,-30400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,2352 MLK Drive,4,1,Unknown,0,3,YES,43600,8720,4360,30520,Suburu,Legacy,2010,N,8.416666666666666,7534.095,-36065.905,4735,1,23,1,10,11,21,1,1
660,446,57,991480,IN,100/300,2000,1373.21,0,478486,MALE,College,adm-clerical,sleeping,unmarried,42700,-64900,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Northbrook,9734 2nd Ridge,10,3,NO,0,0,NO,62800,6280,12560,43960,Jeep,Wrangler,2012,N,37.166666666666664,51037.638333333336,-11762.361666666664,8102,12,9,2,14,7,36,4,2
661,330,48,804219,OH,250/500,1000,1625.65,0,466498,MALE,College,farming-fishing,skydiving,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,3122 Apache Drive,10,1,YES,1,3,Unknown,59500,11900,5950,41650,Dodge,Neon,2006,N,27.5,44705.375,-14794.625,6091,6,24,2,26,4,27,6,0
662,211,37,483088,OH,250/500,2000,1295.63,4000000,430878,FEMALE,PhD,armed-forces,skydiving,not-in-family,42200,-33800,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,9816 Britain St,22,3,YES,1,0,Unknown,53460,5940,5940,41580,Honda,CRV,2009,N,17.583333333333332,22781.49416666667,-30678.50583333333,1485,1,6,1,30,6,8,3,2
663,172,33,100804,IL,100/300,1000,1459.96,6000000,600127,FEMALE,High School,adm-clerical,reading,wife,41300,-42000,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,8214 Flute St,15,3,NO,0,1,NO,41690,7580,7580,26530,Saab,95,1999,N,14.333333333333334,20926.093333333334,-20763.906666666666,1048,2,24,1,7,10,3,3,2
664,316,46,941807,OH,100/300,500,1219.94,7000000,431968,FEMALE,Masters,prof-specialty,paintball,wife,0,-51000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Arlington,6259 Lincoln Hwy,13,1,Unknown,0,1,YES,63100,6310,12620,44170,Accura,TL,2000,N,26.333333333333332,32125.08666666667,-30974.91333333333,1343,6,25,2,27,0,33,0,1
665,435,60,593466,OH,500/1000,500,1064.49,5000000,462804,MALE,Associate,priv-house-serv,chess,other-relative,73500,-43300,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,4492 Andromedia Ave,23,1,NO,2,1,Unknown,62880,5240,10480,47160,Mercedes,E400,2007,Y,36.25,38587.7625,-24292.237500000003,3006,11,21,2,13,8,12,0,2
666,344,51,437442,IL,100/300,1000,959.83,0,435809,FEMALE,Masters,sales,paintball,not-in-family,0,-38700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbend,6179 3rd Ridge,18,3,Unknown,2,2,YES,75400,17400,11600,46400,BMW,X6,2006,Y,28.666666666666668,27515.126666666667,-47884.87333333334,2411,6,27,2,2,2,38,3,0
667,204,40,942106,OH,250/500,2000,1767.02,0,453193,MALE,JD,machine-op-inspct,hiking,husband,0,-49300,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Arlington,3799 Embaracadero Drive,7,1,YES,1,1,NO,46200,4200,8400,33600,Audi,A5,1997,N,17.0,30039.34,-16160.66,7851,8,30,2,27,1,5,0,2
668,278,47,794951,IN,500/1000,500,1285.01,0,459630,MALE,Masters,machine-op-inspct,sleeping,not-in-family,0,-39800,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Hillsdale,5071 1st Lane,21,1,NO,2,2,YES,58500,5850,5850,46800,Toyota,Camry,2010,N,23.166666666666668,29769.39833333333,-28730.60166666667,2478,4,21,2,2,12,9,2,0
669,434,57,182450,OH,500/1000,2000,1422.95,0,608982,MALE,JD,transport-moving,bungie-jumping,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,6574 4th Drive,15,3,NO,1,3,NO,66240,11040,11040,44160,Nissan,Maxima,2003,N,36.166666666666664,51463.35833333333,-14776.64166666667,5321,6,23,1,17,9,26,1,0
670,209,36,730973,IN,100/300,2000,1223.39,0,452218,FEMALE,MD,craft-repair,camping,wife,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Hillsdale,2711 Britain Ave,17,3,Unknown,1,3,Unknown,65440,8180,8180,49080,Jeep,Wrangler,2014,N,17.416666666666668,21307.375833333335,-44132.62416666666,1827,1,11,1,12,7,36,2,2
671,250,43,687755,IL,500/1000,2000,1539.06,0,434150,MALE,Masters,sales,exercise,other-relative,37800,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,Hillsdale,4214 MLK Ridge,2,1,NO,0,3,Unknown,64200,10700,10700,42800,Ford,F150,2002,N,20.833333333333332,32063.75,-32136.25,9064,3,28,1,20,5,14,2,1
