,months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,days_since_policy_binding,fraud_satus,Contract Years,total_premiums_paid,net_value_of_customer,policy_bind_date_month,policy_bind_date_day,incident_date_month,incident_date_day,auto_make_encoded,auto_model_encoded,incident_city_encoded,incident_severity_encoded
605,246,44,996850,2,0,1000,1397.0,0,614521,1,2,6,15,1,0,0,2,1,1,2,1,0,755,6,1,0,1,0,0,61740,6860,6860,48020,0,23,1997,0,7241,1,20.5,28638.5,-33101.5,3,8,1,3,0,23,0,1
606,110,27,284834,2,2,1000,1664.66,0,465921,0,0,8,9,3,0,-66200,2,2,2,0,4,6,844,3,1,1,0,3,1,57500,5750,5750,46000,1,4,2010,0,2012,1,9.166666666666666,15259.383333333333,-42240.61666666667,8,3,2,5,1,4,6,2
607,236,39,830878,1,1,1000,1151.39,4000000,604555,0,5,3,15,5,0,-63900,1,3,1,3,1,6,196,17,1,2,0,0,1,8700,870,1740,6090,0,31,2003,0,6633,1,19.666666666666668,22644.003333333334,13944.003333333334,11,3,1,1,0,31,6,1
608,267,46,270208,2,0,2000,1546.01,0,616276,0,4,0,14,5,0,0,0,0,2,3,5,5,979,4,4,0,2,1,1,77100,15420,7710,53970,13,20,1996,0,3802,1,22.25,34398.7225,-42701.2775,8,9,1,6,13,20,5,2
609,463,57,407958,0,1,500,1063.67,0,463356,1,5,8,7,5,0,0,2,0,1,3,1,6,163,14,1,0,2,0,2,59400,6600,6600,46200,4,27,1995,0,8599,1,38.583333333333336,41039.934166666666,-18360.065833333334,7,20,2,3,4,27,6,1
610,303,46,832300,1,0,1000,709.14,0,450184,1,5,6,11,0,0,0,0,1,1,1,1,4,119,3,3,0,1,0,0,54890,9980,4990,39920,12,11,2006,0,3681,1,25.25,17905.785,-36984.215,1,14,2,12,12,11,4,1
611,137,30,927205,0,1,500,1039.55,0,466393,1,4,3,11,4,55600,-59700,0,0,1,2,6,1,315,4,3,1,2,1,1,74030,6730,13460,53840,3,34,2005,0,1158,1,11.416666666666666,11868.195833333333,-62161.80416666667,12,16,2,16,3,34,1,1
612,56,42,655356,0,1,500,1339.39,0,471786,0,0,0,5,1,0,0,2,1,2,2,1,1,330,13,1,1,1,2,2,61490,11180,11180,39130,2,37,1998,0,6807,1,4.666666666666667,6250.486666666668,-55239.513333333336,7,7,2,25,2,37,1,2
613,75,27,831053,1,1,1000,1202.75,0,602289,1,2,5,2,1,57900,-90100,0,0,1,3,4,4,993,23,3,0,0,2,2,79560,6630,13260,59670,13,28,2003,0,8204,1,6.25,7517.1875,-72042.8125,8,5,1,21,13,28,4,1
614,131,33,432740,0,0,2000,1081.17,0,445120,1,4,11,19,5,0,-65200,1,3,1,3,1,3,247,3,1,1,0,1,0,4900,490,490,3920,12,9,2010,0,8877,1,10.916666666666666,11802.772500000001,6902.772500000001,10,9,1,28,12,9,3,1
615,153,34,893853,0,1,500,991.39,0,449260,1,2,12,13,2,45600,-61400,0,2,2,2,6,6,179,0,3,1,1,0,0,77770,14140,14140,49490,9,29,2000,0,7670,1,12.75,12640.2225,-65129.7775,2,27,2,27,9,29,6,2
616,255,43,594988,1,2,500,984.02,0,472724,0,3,13,2,4,75800,0,0,2,0,1,4,1,473,14,2,1,2,2,1,74700,7470,14940,52290,9,26,2007,1,2837,0,21.25,20910.425,-53789.575,5,6,2,10,9,26,1,0
617,103,26,979544,0,0,500,1354.83,0,475173,1,4,12,17,0,66300,0,0,0,1,3,1,0,417,14,2,0,2,2,1,40600,4060,4060,32480,13,28,2010,0,272,1,8.583333333333334,11628.957499999999,-28971.042500000003,4,21,1,18,13,28,0,1
618,97,28,191891,2,0,1000,830.31,0,443854,1,3,4,18,0,0,-32600,2,1,2,0,4,6,813,22,1,1,1,0,1,45270,10060,10060,25150,7,36,2006,0,1797,1,8.083333333333334,6711.6725,-38558.3275,2,11,1,13,7,36,6,2
619,214,36,831479,0,0,2000,987.42,7000000,461418,0,0,6,11,3,0,0,0,0,1,0,1,6,283,17,3,0,0,3,1,47080,4280,8560,34240,10,2,2006,0,5354,1,17.833333333333332,17608.989999999998,-29471.010000000002,6,4,1,31,10,2,6,1
620,438,57,714346,2,2,500,1119.29,0,616164,0,4,6,5,0,0,0,2,2,1,3,4,2,612,14,1,1,0,0,0,40700,4070,4070,32560,13,28,2000,1,8503,0,36.5,40854.085,154.08499999999913,10,5,1,15,13,28,2,1
621,87,27,326289,2,0,500,1048.39,0,620962,0,5,13,14,3,0,0,2,2,1,3,1,5,627,2,1,1,2,1,2,34650,6300,3150,25200,5,14,1996,0,4059,1,7.25,7600.8275,-27049.1725,1,3,2,13,5,14,5,1
622,27,28,944537,2,2,1000,1074.47,0,465201,1,4,10,4,5,0,0,1,3,3,3,6,5,59,4,1,1,2,0,1,3200,400,400,2400,7,17,2012,0,8240,1,2.25,2417.5575000000003,-782.4424999999997,7,23,2,13,7,17,5,3
623,206,42,779156,0,2,1000,1230.76,0,470488,1,2,6,19,4,0,-74200,2,1,0,1,5,2,745,2,1,1,1,1,0,78980,7180,14360,57440,10,1,1997,1,7755,0,17.166666666666668,21128.046666666665,-57851.95333333334,10,10,1,3,10,1,2,0
624,127,31,856153,2,2,500,1255.02,0,462250,1,0,11,15,1,58200,0,1,3,1,4,4,5,217,10,1,2,1,0,0,6160,560,1120,4480,9,35,1996,0,4571,1,10.583333333333334,13282.295,7122.295,7,9,1,13,9,35,5,1
625,422,60,473338,1,0,1000,1555.52,0,436408,0,4,6,10,3,43600,-67800,2,0,0,0,0,4,887,11,1,2,1,1,0,85250,15500,7750,62000,8,12,1999,0,1553,1,35.166666666666664,54702.45333333333,-30547.54666666667,11,14,2,14,8,12,4,0
626,303,50,521694,0,0,2000,836.11,5000000,464230,1,5,11,4,1,0,0,0,2,0,1,4,6,978,1,4,2,1,2,0,72840,12140,6070,54630,4,27,2010,0,6532,1,25.25,21111.7775,-51728.2225,3,3,1,20,4,27,6,0
627,228,40,136520,1,0,500,1450.98,0,478609,1,0,3,0,0,43700,0,1,3,3,3,6,3,415,20,1,1,0,2,0,6050,1100,1100,3850,12,9,2010,0,6532,1,19.0,27568.620000000003,21518.620000000003,3,1,1,18,12,9,3,3
628,239,39,730819,1,1,2000,625.08,0,437156,0,3,10,10,5,44200,-37000,2,0,0,1,4,5,186,10,1,0,2,3,2,87890,15980,7990,63920,2,38,2014,1,8904,0,19.916666666666668,12449.51,-75440.49,8,18,1,3,2,38,5,0
629,330,47,912665,0,0,2000,1133.27,0,432218,0,2,2,5,5,0,-56400,0,2,2,2,1,4,639,20,2,1,0,2,2,60500,11000,5500,44000,5,14,1999,1,277,0,27.5,31164.925,-29335.075,5,28,3,1,5,14,4,2
630,128,35,469966,1,2,500,1366.6,0,620493,0,4,6,11,2,0,0,0,0,1,1,1,1,852,10,3,1,2,1,0,88220,16040,16040,56140,3,25,2008,0,3815,1,10.666666666666666,14577.066666666666,-73642.93333333333,7,22,1,1,3,25,1,1
631,147,37,952300,2,2,1000,1439.9,6000000,475391,0,0,9,18,0,0,-48400,0,1,2,2,4,6,436,2,2,0,1,2,0,53680,9760,4880,39040,0,23,2004,0,2006,1,12.25,17638.775,-36041.225,8,2,1,29,0,23,6,2
632,287,45,322609,2,2,1000,1230.69,0,440720,1,5,13,9,1,0,-54600,2,0,1,1,5,6,312,19,1,0,0,2,0,53800,5380,5380,43040,0,23,2006,0,2746,1,23.916666666666668,29434.002500000002,-24365.997499999998,7,5,1,10,0,23,6,1
633,142,29,890280,2,0,2000,1307.68,0,606942,0,4,2,7,0,0,-48500,2,1,0,3,1,1,81,10,1,2,1,2,0,54360,4530,9060,40770,8,12,1995,1,1831,0,11.833333333333334,15474.213333333335,-38885.78666666667,1,24,1,29,8,12,1,0
634,162,35,431583,0,2,2000,1124.69,0,446971,0,5,5,3,0,0,0,2,2,0,3,6,0,801,14,1,2,0,3,2,54340,9880,4940,39520,12,9,2001,0,5394,1,13.5,15183.315000000002,-39156.685,5,15,2,20,12,9,0,0
635,140,35,155912,2,0,1000,1520.78,0,470538,0,2,2,5,5,0,-42900,1,3,3,4,4,1,254,5,1,1,0,2,2,2860,520,260,2080,3,34,1997,1,2497,0,11.666666666666666,17742.433333333334,14882.433333333334,3,21,1,21,3,34,1,3
636,106,28,110143,2,0,2000,1609.11,0,601177,1,2,2,14,3,0,0,3,3,1,3,6,2,952,8,1,2,2,1,2,5490,0,1220,4270,10,3,1999,0,9022,1,8.833333333333334,14213.805,8723.805,5,7,1,18,10,3,2,1
637,292,45,808544,0,2,1000,1358.91,0,451470,1,5,2,7,4,0,0,3,3,3,3,6,3,822,4,1,0,0,2,1,7370,670,1340,5360,11,19,1997,0,8739,1,24.333333333333332,33066.810000000005,25696.810000000005,2,5,1,9,11,19,3,3
638,34,34,409074,2,2,500,1295.87,0,438529,0,6,8,5,0,0,0,0,2,0,0,0,1,340,4,3,1,1,0,0,50800,5080,5080,40640,1,4,1997,1,8335,0,2.8333333333333335,3671.6316666666667,-47128.36833333333,3,19,1,13,1,4,1,0
639,290,48,824728,0,1,500,1161.03,5000000,469742,1,0,0,18,1,45300,0,0,2,1,1,5,4,336,20,2,1,1,1,1,41520,5190,5190,31140,9,35,2014,0,660,1,24.166666666666668,28058.225,-13461.775000000001,4,24,2,13,9,35,4,1
640,182,38,606037,2,2,2000,1441.06,0,435534,0,5,1,12,0,53800,-78300,2,2,2,3,1,5,742,18,1,1,2,3,2,89650,8150,16300,65200,4,30,2005,0,2099,1,15.166666666666666,21856.076666666664,-67793.92333333334,4,10,1,8,4,30,5,2
641,362,55,636843,2,0,1000,1097.99,0,442239,0,3,7,0,4,44400,-71500,0,1,2,3,1,2,463,0,3,0,0,3,0,39690,0,0,39690,11,21,1998,0,2269,1,30.166666666666668,33122.698333333334,-6567.301666666666,12,1,2,17,11,21,2,2
642,143,32,111874,0,2,1000,1464.42,0,468986,0,2,3,9,0,79900,0,2,1,0,0,4,6,251,1,1,1,2,0,0,62260,5660,5660,50940,10,1,1995,0,5307,1,11.916666666666666,17451.005,-44808.994999999995,7,5,1,15,10,1,6,0
643,183,38,439844,0,1,500,1543.68,0,606988,0,5,9,13,1,20200,0,2,2,0,3,0,2,545,17,1,0,0,1,2,51920,9440,4720,37760,1,4,2001,1,227,0,15.25,23541.120000000003,-28378.879999999997,6,11,1,24,1,4,2,0
644,254,40,463513,0,1,500,1390.89,5000000,453719,1,1,1,3,5,0,-74400,2,0,1,2,1,5,607,23,1,1,2,2,1,53460,9720,4860,38880,13,20,2009,0,7251,1,21.166666666666668,29440.505000000005,-24019.494999999995,4,23,2,28,13,20,5,1
645,249,43,577858,2,0,2000,1148.58,0,475524,0,4,0,9,1,0,-71200,0,1,2,1,4,0,584,4,3,2,2,1,2,57100,5710,5710,45680,6,8,2014,0,8919,1,20.75,23833.034999999996,-33266.965000000004,9,16,2,16,6,8,0,2
646,169,36,607351,1,1,500,1616.26,0,617804,1,2,3,19,4,50700,-57600,0,0,2,0,1,6,814,0,3,0,2,3,1,77440,14080,7040,56320,4,27,2004,0,5904,1,14.083333333333334,22762.328333333335,-54677.67166666666,12,11,2,9,4,27,6,2
647,235,40,682754,0,2,500,1398.94,0,613399,1,1,2,3,0,0,0,2,2,1,0,1,5,348,11,1,0,1,2,0,68300,6830,13660,47810,11,15,2003,0,7047,1,19.583333333333332,27395.908333333333,-40904.09166666667,10,9,1,24,11,15,5,1
648,112,32,757352,2,2,1000,1238.92,0,453400,1,0,7,0,2,57800,-53700,1,3,3,4,1,0,395,4,1,1,0,2,1,5060,460,920,3680,6,8,2012,0,5531,1,9.333333333333334,11563.253333333334,6503.253333333334,12,21,2,11,6,8,0,3
649,16,32,307469,0,0,1000,968.46,0,615767,1,4,12,5,1,50800,-66200,0,2,2,0,6,1,84,0,3,1,0,2,1,59400,6600,13200,39600,4,30,1995,1,4566,0,1.3333333333333333,1291.28,-58108.72,7,28,1,27,4,30,1,2
650,128,31,526296,0,0,500,1045.12,0,615311,0,2,13,6,2,0,-28300,0,2,0,0,1,6,501,2,3,0,0,2,1,69930,0,15540,54390,5,13,2013,1,7839,0,10.666666666666666,11147.946666666665,-58782.05333333334,8,3,1,19,5,13,6,0
651,103,27,658816,1,0,1000,1537.33,0,468470,0,1,5,2,0,0,-74800,0,0,1,3,1,6,572,11,3,2,1,1,0,77700,7770,15540,54390,7,36,2008,0,2623,1,8.583333333333334,13195.415833333333,-64504.58416666667,12,16,2,20,7,36,6,1
652,356,54,913337,2,2,500,912.3,0,461383,1,1,9,19,5,58500,-44000,0,0,0,2,4,3,920,23,3,0,2,1,1,68750,12500,12500,43750,1,5,2007,1,2526,0,29.666666666666668,27064.899999999998,-41685.100000000006,2,10,1,10,1,5,3,0
653,109,29,488464,2,0,2000,1007.28,6000000,457727,0,2,0,12,0,0,0,0,2,1,3,1,5,94,17,3,0,1,3,2,91080,16560,16560,57960,7,36,1995,0,3065,1,9.083333333333334,9149.46,-81930.54000000001,10,1,2,21,7,36,5,1
654,2,20,480094,1,2,1000,1189.98,4000000,613327,0,2,2,9,2,0,-54700,2,2,1,2,6,1,107,22,1,0,1,3,2,48360,4030,8060,36270,1,5,2000,0,4347,1,0.16666666666666666,198.33,-48161.67,3,9,2,1,1,5,1,1
655,198,34,263108,2,1,1000,1576.41,0,614941,1,0,5,11,2,0,-55100,2,2,0,2,6,2,655,18,1,2,1,1,2,95000,9500,9500,76000,5,14,2001,0,4290,1,16.5,26010.765000000003,-68989.235,5,29,2,25,5,14,2,0
656,107,32,298412,2,0,500,1172.82,4000000,440680,1,0,6,19,2,82100,0,3,3,3,3,4,0,951,8,1,1,1,3,0,3900,780,390,2730,5,14,2010,0,4677,1,8.916666666666666,10457.645,6557.645,5,6,2,24,5,14,0,3
657,252,39,261905,0,2,500,1312.22,9000000,609949,1,2,13,6,2,0,-33300,0,0,1,2,0,5,425,15,3,1,0,3,0,59400,11880,5940,41580,7,17,2010,1,4011,0,21.0,27556.620000000003,-31843.379999999997,2,28,2,21,7,17,5,1
658,303,43,674485,2,2,1000,671.01,7000000,479655,0,0,6,4,2,42900,-61500,2,1,1,1,0,6,840,20,1,1,2,0,1,60210,6690,6690,46830,9,26,2013,0,5838,1,25.25,16943.0025,-43266.9975,1,14,1,8,9,26,6,1
659,101,32,223404,0,1,500,895.14,0,439964,1,3,11,18,2,52600,-30400,2,0,1,0,4,1,151,4,1,1,0,3,2,43600,8720,4360,30520,11,21,2010,0,4735,1,8.416666666666666,7534.095,-36065.905,1,23,1,10,11,21,1,1
660,446,57,991480,1,0,2000,1373.21,0,478486,1,1,0,17,4,42700,-64900,0,0,2,3,4,4,972,10,3,0,0,0,0,62800,6280,12560,43960,7,36,2012,0,8102,1,37.166666666666664,51037.638333333336,-11762.361666666664,12,9,2,14,7,36,4,2
661,330,48,804219,2,1,1000,1625.65,0,466498,1,1,4,16,0,0,0,2,2,0,0,5,6,235,10,1,2,1,3,1,59500,11900,5950,41650,4,27,2006,0,6091,1,27.5,44705.375,-14794.625,6,24,2,26,4,27,6,0
662,211,37,483088,2,1,2000,1295.63,4000000,430878,0,6,1,16,1,42200,-33800,0,0,2,3,6,3,984,22,3,2,1,0,1,53460,5940,5940,41580,6,8,2009,0,1485,1,17.583333333333332,22781.49416666667,-30678.50583333333,1,6,1,30,6,8,3,2
663,172,33,100804,0,0,1000,1459.96,6000000,600127,0,2,0,15,5,41300,-42000,0,2,2,0,1,3,815,15,3,0,0,1,0,41690,7580,7580,26530,10,3,1999,0,1048,1,14.333333333333334,20926.093333333334,-20763.906666666666,2,24,1,7,10,3,3,2
664,316,46,941807,2,0,500,1219.94,7000000,431968,0,5,9,13,5,0,-51000,2,2,1,0,1,0,580,13,1,1,0,1,2,63100,6310,12620,44170,0,33,2000,0,1343,1,26.333333333333332,32125.08666666667,-30974.91333333333,6,25,2,27,0,33,0,1
665,435,60,593466,2,2,500,1064.49,5000000,462804,1,0,8,5,2,73500,-43300,2,0,2,0,6,0,387,23,1,0,2,1,1,62880,5240,10480,47160,8,12,2007,1,3006,0,36.25,38587.7625,-24292.237500000003,11,21,2,13,8,12,0,2
666,344,51,437442,0,0,1000,959.83,0,435809,0,5,11,13,1,0,-38700,0,2,0,1,1,3,574,18,3,1,2,2,2,75400,17400,11600,46400,2,38,2006,1,2411,0,28.666666666666668,27515.126666666667,-47884.87333333334,6,27,2,2,2,38,3,0
667,204,40,942106,2,1,2000,1767.02,0,453193,1,3,6,10,0,0,-49300,2,1,2,0,4,0,310,7,1,2,1,1,0,46200,4200,8400,33600,1,5,1997,0,7851,1,17.0,30039.34,-16160.66,8,30,2,27,1,5,0,2
668,278,47,794951,1,2,500,1285.01,0,459630,1,5,6,17,1,0,-39800,2,1,0,0,5,2,457,21,1,0,2,2,2,58500,5850,5850,46800,12,9,2010,0,2478,1,23.166666666666668,29769.39833333333,-28730.60166666667,4,21,2,2,12,9,2,0
669,434,57,182450,2,2,2000,1422.95,0,608982,1,3,13,3,0,0,0,0,1,0,2,4,1,620,15,3,0,1,3,0,66240,11040,11040,44160,9,26,2003,0,5321,1,36.166666666666664,51463.35833333333,-14776.64166666667,6,23,1,17,9,26,1,0
670,209,36,730973,1,0,2000,1223.39,0,452218,0,4,2,4,5,0,0,0,1,2,0,3,2,181,17,3,1,1,3,1,65440,8180,8180,49080,7,36,2014,0,1827,1,17.416666666666668,21307.375833333335,-44132.62416666666,1,11,1,12,7,36,2,2
671,250,43,687755,0,2,2000,1539.06,0,434150,1,5,11,8,2,37800,0,2,0,1,1,4,2,357,2,1,0,0,3,1,64200,10700,10700,42800,5,14,2002,0,9064,1,20.833333333333332,32063.75,-32136.25,3,28,1,20,5,14,2,1
672,61,25,757644,1,0,2000,988.06,0,460579,0,5,7,7,1,0,0,0,1,1,0,6,3,790,1,3,2,1,0,0,32320,4040,4040,24240,4,30,2000,0,6216,1,5.083333333333333,5022.638333333332,-27297.361666666668,1,29,2,5,4,30,3,1
673,80,28,998865,0,2,1000,1740.57,0,442142,0,1,4,9,5,0,-18600,2,1,0,3,4,3,449,3,1,1,0,1,1,33480,3720,3720,26040,4,27,2011,0,46,1,6.666666666666667,11603.8,-21876.2,12,5,1,20,4,27,3,0
674,25,38,944953,2,1,1000,1540.91,7000000,608807,1,1,0,14,5,40900,0,3,3,3,4,5,3,52,0,1,0,1,1,2,4320,480,960,2880,12,11,1995,0,7019,1,2.0833333333333335,3210.2291666666665,-1109.7708333333335,12,7,2,24,12,11,3,3
675,4,29,386429,0,1,500,1381.88,5000000,433153,1,2,12,8,2,0,-77800,3,3,3,3,4,2,213,4,1,0,0,2,1,4200,840,420,2940,7,36,2008,0,4653,1,0.3333333333333333,460.6266666666667,-3739.3733333333334,5,27,2,21,7,36,2,3
676,32,29,108270,2,0,500,1446.98,0,436560,1,4,0,17,3,0,-45700,0,0,1,0,1,0,923,11,3,2,2,0,0,57970,10540,5270,42160,10,2,2006,0,4569,1,2.6666666666666665,3858.6133333333332,-54111.386666666665,8,9,2,11,10,2,0,1
677,125,31,205134,1,2,500,1220.86,0,436784,1,3,7,13,0,55400,-40400,1,3,3,4,1,0,962,4,1,2,1,2,1,4320,0,960,3360,10,2,2003,0,783,1,10.416666666666666,12717.291666666666,8397.291666666666,12,2,1,24,10,2,0,3
678,276,45,749325,0,2,500,948.1,0,430621,0,2,6,15,5,44500,-61400,0,0,1,1,4,1,944,11,3,1,0,2,1,69300,13860,6930,48510,5,13,2010,0,5403,1,23.0,21806.300000000003,-47493.7,3,22,1,6,5,13,1,1
679,148,30,774303,2,0,500,1471.24,0,601574,0,5,4,4,3,57500,-93600,0,2,1,3,0,5,14,4,3,0,2,2,0,32480,4060,4060,24360,4,27,1997,0,4660,1,12.333333333333334,18145.293333333335,-14334.706666666665,4,13,1,15,4,27,5,1
680,222,38,698470,1,0,2000,1157.97,0,433853,1,4,6,10,1,0,-64500,2,0,2,3,1,2,322,20,1,1,2,2,2,60480,6720,6720,47040,0,33,2001,0,2441,1,18.5,21422.445,-39057.555,6,17,2,22,0,33,2,2
681,32,38,719989,0,1,2000,566.11,5000000,453164,1,0,1,14,4,0,0,1,3,3,3,0,6,940,22,1,2,0,0,0,2640,440,440,1760,6,8,2015,0,7594,1,2.6666666666666665,1509.6266666666668,-1130.3733333333332,4,7,1,21,6,8,6,3
682,78,27,309323,2,2,500,1060.88,0,613931,1,3,7,16,2,0,-66500,1,3,3,3,4,3,875,4,1,0,0,3,0,6050,550,1100,4400,13,28,2009,0,8375,1,6.5,6895.720000000001,845.7200000000012,2,29,2,3,13,28,3,3
683,238,43,444035,2,1,1000,1524.45,4000000,607458,1,2,5,5,5,0,-44800,0,1,2,0,0,2,259,21,4,0,0,0,0,42700,4270,4270,34160,10,1,1995,1,6855,0,19.833333333333332,30234.925000000003,-12465.074999999997,5,11,2,16,10,1,2,2
684,313,47,431478,1,1,1000,1556.17,0,463835,1,1,9,15,5,63900,-53300,2,0,0,0,4,2,248,20,1,2,1,3,0,40260,3660,7320,29280,0,23,1996,1,675,0,26.083333333333332,40590.10083333334,330.1008333333375,4,3,2,7,0,23,2,0
685,334,50,797634,2,2,500,1216.24,0,613945,1,5,8,14,5,26700,-47200,2,1,0,1,1,1,850,7,1,0,2,0,1,50000,5000,10000,35000,3,32,2008,0,1889,1,27.833333333333332,33852.013333333336,-16147.986666666664,11,12,1,14,3,32,1,0
686,190,35,284836,1,1,500,1484.72,5000000,432699,0,2,12,9,0,0,0,1,3,3,4,1,5,521,4,1,0,0,1,0,3840,640,320,2880,10,1,1998,0,2280,1,15.833333333333334,23508.06666666667,19668.06666666667,11,5,2,2,10,1,5,3
687,194,41,238196,0,1,500,1203.81,0,613119,1,3,13,18,1,52500,-51300,0,1,1,3,6,6,280,17,3,1,0,2,1,95900,13700,20550,61650,10,3,1999,0,8026,1,16.166666666666668,19461.594999999998,-76438.405,2,15,2,6,10,3,6,1
688,290,47,885789,1,1,1000,1393.34,0,472922,1,2,3,3,2,0,-61400,0,2,1,0,6,3,439,20,3,2,1,3,2,56160,6240,12480,37440,1,5,2002,0,2369,1,24.166666666666668,33672.38333333333,-22487.61666666667,7,21,1,15,1,5,3,1
689,26,42,287436,2,0,1000,1484.48,0,613849,1,6,1,17,1,50700,-36300,2,2,0,3,4,5,231,10,1,0,2,3,1,63030,5730,11460,45840,10,1,1996,0,1627,1,2.1666666666666665,3216.3733333333334,-59813.62666666666,9,11,2,24,10,1,5,0
690,254,41,496067,0,1,500,1581.27,5000000,603827,0,6,5,16,3,42200,-48000,2,0,1,3,1,5,218,8,1,2,2,2,0,63470,5770,11540,46160,2,38,1999,0,6956,1,21.166666666666668,33470.215000000004,-29999.784999999996,12,22,1,7,2,38,5,1
691,199,38,206004,0,1,1000,1281.25,0,467780,0,2,12,12,2,0,-53100,2,0,0,3,6,1,885,6,1,1,0,2,0,44440,8080,4040,32320,2,38,2007,1,8532,0,16.583333333333332,21247.395833333332,-23192.604166666668,9,26,2,4,2,38,1,0
692,137,35,153027,1,1,500,1667.83,0,460586,1,3,9,13,0,48500,-67400,1,3,1,3,6,4,381,4,1,2,1,1,0,6600,1200,1200,4200,7,17,2005,0,1791,1,11.416666666666666,19041.059166666666,12441.059166666666,3,11,2,4,7,17,4,1
693,134,36,469426,2,1,1000,1497.41,0,613842,1,6,6,11,0,14100,-44500,0,2,1,0,6,4,753,17,3,0,2,0,2,77200,9650,9650,57900,5,13,1996,0,8960,1,11.166666666666666,16721.078333333335,-60478.92166666666,7,15,1,25,5,13,4,1
694,73,30,654974,2,0,500,803.36,0,435371,0,2,10,15,0,0,0,0,1,2,2,6,6,409,15,3,1,0,0,2,57000,0,11400,45600,1,4,2013,0,2117,1,6.083333333333333,4887.1066666666675,-52112.89333333333,5,10,2,25,1,4,6,2
695,289,45,943425,2,1,2000,1221.41,0,466289,0,5,4,12,5,46700,-72500,3,3,3,3,6,5,858,9,1,0,2,1,0,2700,300,300,2100,6,6,2006,0,5601,1,24.083333333333332,29415.62416666667,26715.62416666667,10,28,2,27,6,6,5,3
696,176,36,641845,2,1,500,1865.83,5000000,436173,1,1,13,11,4,32800,-50600,2,1,2,3,6,2,706,17,1,1,2,1,2,47300,4300,8600,34400,13,20,2006,0,7258,1,14.666666666666666,27365.506666666664,-19934.493333333336,3,30,2,11,13,20,2,2
697,145,37,794534,2,1,2000,1434.27,0,457234,0,0,12,17,4,0,-35900,2,1,0,2,5,0,212,13,1,1,2,3,1,55110,5010,10020,40080,9,26,2002,0,8422,1,12.083333333333334,17330.7625,-37779.2375,12,14,1,4,9,26,0,0
698,164,31,357808,1,2,500,1114.68,0,474758,0,0,7,15,0,44500,-55900,3,3,3,3,4,6,817,5,1,2,1,0,0,4320,480,480,3360,8,12,2002,0,1456,1,13.666666666666666,15233.960000000001,10913.960000000001,1,31,1,26,8,12,6,3
699,186,38,536052,2,1,2000,1218.56,0,477373,0,5,13,18,0,39300,-60300,0,0,2,3,5,0,407,23,3,2,2,2,1,68760,11460,5730,51570,10,3,1998,1,3236,0,15.5,18887.68,-49872.32,4,21,3,1,10,3,0,2
700,85,31,873384,0,1,2000,1234.69,9000000,613471,0,4,12,13,0,0,0,0,0,0,2,6,0,759,1,2,0,2,1,1,74400,14880,7440,52080,2,22,2003,1,3985,0,7.083333333333333,8745.720833333333,-65654.27916666667,3,10,2,6,2,22,0,0
701,162,33,790225,2,1,500,964.92,0,601581,0,0,3,0,2,45700,0,0,1,0,1,1,2,184,17,4,0,2,1,0,35300,3530,3530,28240,8,12,1996,1,8801,0,13.5,13026.42,-22273.58,1,5,2,9,8,12,2,0
702,396,57,587498,0,2,500,1351.72,0,612102,1,2,12,4,5,0,-49400,1,3,1,4,1,6,339,3,1,2,1,3,1,2640,480,480,1680,13,28,2000,0,6687,1,33.0,44606.76,41966.76,10,15,2,5,13,28,6,1
703,270,41,639027,0,1,1000,817.28,0,460263,1,2,11,6,4,62200,0,0,1,2,0,4,1,346,17,3,1,1,1,0,60190,4630,9260,46300,8,24,2014,1,7501,0,22.5,18388.8,-41801.2,6,21,1,3,8,24,1,2
704,168,39,217899,0,2,1000,1389.59,0,479134,0,5,6,8,3,0,-42600,0,1,0,1,1,3,529,23,3,2,1,3,0,41580,3780,7560,30240,3,25,2015,1,7561,0,14.0,19454.26,-22125.74,6,13,2,24,3,25,3,0
705,274,45,589094,1,1,1000,1353.53,0,451467,0,3,12,6,4,54700,-47900,2,2,1,0,1,1,206,13,1,2,0,0,0,58500,11700,0,46800,0,23,1995,1,4250,0,22.833333333333332,30905.601666666666,-27594.398333333334,5,27,1,14,0,23,1,1
706,263,43,458829,1,2,1000,1294.04,0,602670,0,5,5,12,1,0,0,2,1,1,1,4,5,53,17,1,2,2,3,2,79320,13220,6610,59490,9,35,1997,0,6760,1,21.916666666666668,28361.04333333333,-50958.956666666665,7,6,1,8,9,35,5,1
707,152,33,626208,2,0,1000,840.81,0,613607,0,2,4,5,0,0,0,2,1,1,0,1,0,430,2,1,2,0,2,1,82610,7510,7510,67590,5,13,2002,1,3569,0,12.666666666666666,10650.259999999998,-71959.74,5,8,2,14,5,13,0,1
708,46,41,315041,2,0,2000,998.19,0,611556,0,4,8,18,0,43700,-66300,0,1,2,0,4,2,527,23,3,0,1,3,1,78600,13100,19650,45850,4,30,2004,1,1543,0,3.8333333333333335,3826.3950000000004,-74773.605,11,2,1,23,4,30,2,2
